donation_id,donor_id,donation_date,donation_type,donation_amount,payment_method,campaign
DON011171,50d54a41-64eb-4d08-acb4-55b3ac5384b4,2024-09-08,One-time,56.15,Bank Transfer,Reforest the Sanctuary
DON011172,0b61c604-d98e-47cc-95ec-f4da40dbc4ac,2024-06-27,One-time,77.11,Paypal,Wildlife Rescue Van Drive
DON011173,a0eec385-4ce3-4bce-8c37-943ca45d6e50,2024-07-13,Recurring,98.16,Credit Card,Reforest the Sanctuary
DON011174,a0eec385-4ce3-4bce-8c37-943ca45d6e50,2024-12-08,Recurring,15.7,Credit Card,Reforest the Sanctuary
DON011175,a0eec385-4ce3-4bce-8c37-943ca45d6e50,2024-10-11,Recurring,76.71,Credit Card,Wildlife Rescue Van Drive
DON011176,a0eec385-4ce3-4bce-8c37-943ca45d6e50,2024-04-02,Recurring,26.83,Credit Card,Habitat for Hope
DON011177,a0eec385-4ce3-4bce-8c37-943ca45d6e50,2025-01-24,Recurring,56.37,Credit Card,Marine Mammal Defense Mission
DON011178,13dd61d8-12db-4e62-a6e2-b1938b6dd564,2023-08-24,One-time,56.89,Credit Card,Reforest the Sanctuary
DON011179,db316a65-f2e1-441b-80eb-c628a87ff5ce,2023-09-17,One-time,31.66,Credit Card,Jungle Education Project
DON011180,465ea3df-0a95-48b7-a2f5-6c5e4d24017f,2025-05-21,One-time,77.21,Bank Transfer,Jungle Education Project
DON011181,949b1721-f1b4-4165-961e-190e3f972ba1,2025-02-09,One-time,54.53,Paypal,Rescue Orphaned Gorillas
DON011182,8e884ab9-0cbd-4ba4-89ad-4b1cc928552c,2024-05-21,Recurring,10.37,Bank Transfer,Habitat for Hope
DON011183,8e884ab9-0cbd-4ba4-89ad-4b1cc928552c,2024-08-18,Recurring,42.61,Bank Transfer,Jungle Education Project
DON011184,8e884ab9-0cbd-4ba4-89ad-4b1cc928552c,2024-09-02,Recurring,68.48,Bank Transfer,Habitat for Hope
DON011185,8e884ab9-0cbd-4ba4-89ad-4b1cc928552c,2025-03-22,Recurring,25.55,Bank Transfer,Jungle Education Project
DON011186,8e884ab9-0cbd-4ba4-89ad-4b1cc928552c,2023-10-06,Recurring,87.44,Bank Transfer,Marine Mammal Defense Mission
DON011187,bf80094a-94f3-4b67-9465-94c6e7a52ff6,2025-02-12,One-time,19.67,Paypal,Jungle Education Project
DON011188,2fd2c657-a00d-4d22-87a5-682da1301ccd,2023-10-15,One-time,60.43,Bank Transfer,Jungle Education Project
DON011189,5a97a795-3c12-4457-a457-f4ef144469cb,2023-12-13,One-time,32.37,Paypal,Reforest the Sanctuary
DON011190,8653fd2d-702a-4427-8d00-f8afebdb6e14,2023-08-18,One-time,109.58,Credit Card,Habitat for Hope
DON011191,ffe118ba-c3e7-4b37-aa3c-2c2d0963b46d,2024-02-15,One-time,20.71,Credit Card,Reforest the Sanctuary
DON011192,71be4456-58e7-4c98-a8b1-3b9d495e352d,2024-06-09,One-time,48.82,Paypal,Marine Mammal Defense Mission
DON011193,315aab26-caf1-45c8-b16f-922a0e76353c,2023-09-28,Recurring,90.88,Paypal,Jungle Education Project
DON011194,315aab26-caf1-45c8-b16f-922a0e76353c,2023-06-21,Recurring,48.19,Paypal,Reforest the Sanctuary
DON011195,315aab26-caf1-45c8-b16f-922a0e76353c,2024-11-05,Recurring,72.47,Paypal,Marine Mammal Defense Mission
DON011196,315aab26-caf1-45c8-b16f-922a0e76353c,2025-02-18,Recurring,57.54,Paypal,Jungle Education Project
DON011197,db2f2b2d-4171-40bf-a05d-35039b6e2157,2024-07-03,One-time,66.98,Credit Card,Reforest the Sanctuary
DON011198,81e55d7c-1c45-499a-869f-6ba0a59f6bdb,2024-02-26,Recurring,12.98,Credit Card,Rescue Orphaned Gorillas
DON011199,81e55d7c-1c45-499a-869f-6ba0a59f6bdb,2024-12-24,Recurring,30.89,Credit Card,Wildlife Rescue Van Drive
DON011200,3cc73bd6-4a71-473a-9cd7-7b2406d1c92d,2024-04-28,One-time,78.03,Paypal,Jungle Education Project
DON011201,caa40fbf-d314-4652-9569-f244690d38ce,2024-04-25,One-time,47.6,Credit Card,Defend the Great Apes
DON011202,5d2605c0-f586-4eaf-a6a1-76930f608620,2024-11-04,One-time,106.26,Credit Card,Marine Mammal Defense Mission
DON011203,d2f90947-d9cf-45ea-9a2d-405ade36463c,2024-11-12,Recurring,48.25,Paypal,Marine Mammal Defense Mission
DON011204,d2f90947-d9cf-45ea-9a2d-405ade36463c,2025-05-20,Recurring,70.2,Paypal,Marine Mammal Defense Mission
DON011205,d2f90947-d9cf-45ea-9a2d-405ade36463c,2023-12-27,Recurring,13.72,Paypal,Reforest the Sanctuary
DON011206,4df9e622-bec9-42a5-a66b-189237606db4,2023-11-05,One-time,94.49,Paypal,Habitat for Hope
DON011207,96115d7f-9929-486a-b02a-b3769c9d0ca6,2025-01-18,One-time,23.52,Credit Card,Habitat for Hope
DON011208,b3b5898a-62ed-4431-a0e1-249cc17f8454,2024-06-17,One-time,80.59,Bank Transfer,Jungle Education Project
DON011209,a03f5248-f982-46bb-b3b6-348205889b25,2024-11-18,One-time,105.72,Credit Card,Rescue Orphaned Gorillas
DON011210,8b83cd20-21e8-449b-bfd3-a735dfacc4b7,2023-11-04,Recurring,69.1,Bank Transfer,Marine Mammal Defense Mission
DON011211,8b83cd20-21e8-449b-bfd3-a735dfacc4b7,2023-11-14,Recurring,30.66,Bank Transfer,Wildlife Rescue Van Drive
DON011212,80a15eb0-5a0b-46e2-ad44-6b1a38c9866b,2024-10-07,One-time,63.2,Bank Transfer,Jungle Education Project
DON011213,a9f576a2-64f0-4827-b565-d4d0761c1ce7,2023-12-06,One-time,48.39,Credit Card,Reforest the Sanctuary
DON011214,79c5dac0-f3f2-4ddd-860e-53087f396588,2024-06-12,One-time,1.0,Bank Transfer,Defend the Great Apes
DON011215,2bcf5b22-fb46-4a99-8d0b-162fc43ce37d,2023-12-22,One-time,21.11,Credit Card,Marine Mammal Defense Mission
DON011216,ddf34b84-c8db-44ed-bc2b-6ac390ff2352,2025-04-13,One-time,59.63,Bank Transfer,Reforest the Sanctuary
DON011217,eb63d144-b358-4c90-aa66-37971034b993,2023-09-02,One-time,110.32,Paypal,Defend the Great Apes
DON011218,278ad714-2c36-4806-9cb4-d906597e973a,2025-04-04,One-time,9.85,Bank Transfer,Reforest the Sanctuary
DON011219,65495dec-be29-4050-a6d2-893e720055ab,2024-11-29,One-time,44.6,Credit Card,Wildlife Rescue Van Drive
DON011220,ada6f478-3f48-4ca3-b41c-69d30d0ce848,2023-06-28,One-time,70.66,Credit Card,Habitat for Hope
DON011221,1c227663-03e4-4762-934e-8046cff6de1a,2023-12-21,Recurring,77.83,Paypal,Rescue Orphaned Gorillas
DON011222,1c227663-03e4-4762-934e-8046cff6de1a,2023-07-15,Recurring,72.46,Paypal,Jungle Education Project
DON011223,1c227663-03e4-4762-934e-8046cff6de1a,2024-08-27,Recurring,93.09,Paypal,Wildlife Rescue Van Drive
DON011224,e3d060b1-b3d2-45d7-a803-388e52712ce8,2025-04-05,One-time,102.56,Bank Transfer,Habitat for Hope
DON011225,04c4252f-f6fc-48f2-b0f2-aefc80187702,2023-12-27,One-time,88.7,Credit Card,Jungle Education Project
DON011226,5ffe23e5-e0bc-4095-8593-c4f822b661a1,2024-03-16,One-time,40.01,Credit Card,Wildlife Rescue Van Drive
DON011227,19d9d449-0376-491d-b1a7-ece7f0149000,2024-06-25,One-time,52.54,Credit Card,Reforest the Sanctuary
DON011228,da389efb-af1b-452b-988a-030e45094022,2023-08-06,Recurring,99.83,Paypal,Reforest the Sanctuary
DON011229,da389efb-af1b-452b-988a-030e45094022,2024-11-19,Recurring,61.71,Paypal,Wildlife Rescue Van Drive
DON011230,45544791-f773-4873-9a93-2902224c29a4,2024-01-16,One-time,43.32,Paypal,Habitat for Hope
DON011231,0e55cc60-e263-46b6-ba40-28e6c06c6fbf,2024-02-25,One-time,46.16,Credit Card,Wildlife Rescue Van Drive
DON011232,8baa2234-21e9-4b3e-a745-e21092b345ee,2025-06-03,One-time,104.2,Paypal,Jungle Education Project
DON011233,1acf8f23-284f-4531-8e6b-9a8fd47c4a50,2024-10-16,One-time,83.23,Paypal,Wildlife Rescue Van Drive
DON011234,ce25d313-a341-4106-97f2-5ee7d33d780c,2025-06-17,One-time,105.26,Paypal,Marine Mammal Defense Mission
DON011235,a248fdcd-3a79-4e71-8f45-b499a8c2dc98,2023-09-27,One-time,26.35,Credit Card,Reforest the Sanctuary
DON011236,c0a4f731-c96b-4bfb-bb84-b77c0a58f7de,2025-05-21,One-time,119.43,Bank Transfer,Reforest the Sanctuary
DON011237,82ee2782-4d07-48f8-ad82-a29fb3d5555f,2025-01-20,One-time,36.43,Paypal,Marine Mammal Defense Mission
DON011238,3e69d9a4-5509-4b22-b36e-6b897f076c96,2023-12-02,Recurring,81.78,Paypal,Habitat for Hope
DON011239,3e69d9a4-5509-4b22-b36e-6b897f076c96,2025-03-16,Recurring,50.02,Paypal,Wildlife Rescue Van Drive
DON011240,3e69d9a4-5509-4b22-b36e-6b897f076c96,2024-09-30,Recurring,70.48,Paypal,Wildlife Rescue Van Drive
DON011241,063d7e03-d7b1-414c-99d7-52450c2b5c2f,2025-04-13,One-time,17.8,Bank Transfer,Defend the Great Apes
DON011242,9a01a166-3dee-43a8-9b7b-0b9a2eb56a0e,2025-03-12,One-time,95.27,Paypal,Jungle Education Project
DON011243,9ecc9136-5aaf-46e0-83f3-e338d1b0a2ad,2024-08-13,One-time,97.46,Bank Transfer,Defend the Great Apes
DON011244,a44fbc59-7c3b-4802-b624-fdd080b39e36,2024-03-08,One-time,30.06,Paypal,Marine Mammal Defense Mission
DON011245,8e17b0d7-f60f-4b1d-b0d9-0027b3f3cfc1,2025-03-01,One-time,10.26,Bank Transfer,Jungle Education Project
DON011246,c93c0017-c763-4c55-b4a7-c4333011ca18,2024-10-31,One-time,61.01,Paypal,Marine Mammal Defense Mission
DON011247,b78b81a9-d429-4368-bf7a-413c98abb725,2024-06-13,One-time,98.13,Bank Transfer,Defend the Great Apes
DON011248,044b7cdd-30e3-4edb-8668-ae84219d4c3a,2024-09-06,One-time,46.33,Paypal,Defend the Great Apes
DON011249,12b6caa7-484b-4b20-8f9f-decb82bd5afb,2025-05-27,One-time,99.81,Credit Card,Reforest the Sanctuary
DON011250,823a5fce-464d-4e04-b3e4-b53d2cbc2a3e,2024-09-05,One-time,118.51,Credit Card,Rescue Orphaned Gorillas
DON011251,e39d3f4d-fc3d-4df2-8abe-209a05d73975,2024-04-04,One-time,45.76,Paypal,Marine Mammal Defense Mission
DON011252,844c11e3-8d09-4ed9-9ca1-22972fa1e36a,2024-10-22,One-time,33.85,Paypal,Marine Mammal Defense Mission
DON011253,d20b1045-9e2c-4d4b-b2c4-51e5b2f7ad49,2023-10-31,Recurring,39.51,Paypal,Habitat for Hope
DON011254,d20b1045-9e2c-4d4b-b2c4-51e5b2f7ad49,2023-11-21,Recurring,97.45,Paypal,Jungle Education Project
DON011255,d20b1045-9e2c-4d4b-b2c4-51e5b2f7ad49,2024-08-20,Recurring,88.3,Paypal,Habitat for Hope
DON011256,d20b1045-9e2c-4d4b-b2c4-51e5b2f7ad49,2024-05-16,Recurring,82.15,Paypal,Marine Mammal Defense Mission
DON011257,fa420638-e67e-4918-9b6f-90e4fae29307,2023-11-29,One-time,104.17,Credit Card,Reforest the Sanctuary
DON011258,ef94ef90-c206-4007-b6e2-779f9f293626,2024-11-28,Recurring,99.58,Bank Transfer,Wildlife Rescue Van Drive
DON011259,ef94ef90-c206-4007-b6e2-779f9f293626,2023-08-31,Recurring,96.26,Bank Transfer,Defend the Great Apes
DON011260,558b4cfa-1ed1-4d66-9f1c-22d679ad0797,2025-05-22,One-time,31.35,Paypal,Marine Mammal Defense Mission
DON011261,6ea9600d-1063-4150-b4cb-9b4b967472c5,2025-01-13,One-time,113.52,Paypal,Rescue Orphaned Gorillas
DON011262,9c99c77e-9f15-4f1f-9cfd-bed1bec7cab8,2023-08-11,One-time,109.3,Bank Transfer,Reforest the Sanctuary
DON011263,846885c0-5af5-4ab4-9fe6-2a4096e5f7e3,2024-08-19,One-time,42.55,Bank Transfer,Habitat for Hope
DON011264,ce433cd8-76e8-4636-8976-ee761f6d1ccc,2023-08-21,Recurring,95.58,Paypal,Rescue Orphaned Gorillas
DON011265,ce433cd8-76e8-4636-8976-ee761f6d1ccc,2024-02-09,Recurring,52.17,Paypal,Rescue Orphaned Gorillas
DON011266,ce433cd8-76e8-4636-8976-ee761f6d1ccc,2023-09-02,Recurring,29.45,Paypal,Defend the Great Apes
DON011267,ce433cd8-76e8-4636-8976-ee761f6d1ccc,2025-03-30,Recurring,25.31,Paypal,Marine Mammal Defense Mission
DON011268,ce433cd8-76e8-4636-8976-ee761f6d1ccc,2023-08-12,Recurring,46.6,Paypal,Marine Mammal Defense Mission
DON011269,c6b8ea88-4dff-4ee4-8086-44c60c11d388,2024-10-11,One-time,77.24,Paypal,Rescue Orphaned Gorillas
DON011270,0c3b8fbc-46e9-4286-a3d6-aed562cfe199,2023-07-27,Recurring,79.61,Paypal,Reforest the Sanctuary
DON011271,0c3b8fbc-46e9-4286-a3d6-aed562cfe199,2023-07-11,Recurring,49.2,Paypal,Marine Mammal Defense Mission
DON011272,cac63ee7-1d54-4bd2-b6e3-f3df71a7a76c,2024-02-14,One-time,65.94,Credit Card,Defend the Great Apes
DON011273,d6a5ec09-2607-499c-bada-59e522d17f99,2024-03-18,One-time,25.99,Credit Card,Habitat for Hope
DON011274,2e31d514-bbdb-41ac-b829-c9f14d279c8b,2024-12-30,One-time,62.46,Bank Transfer,Marine Mammal Defense Mission
DON011275,953e5ede-b6bf-4777-9ab4-573e554f1906,2023-07-22,One-time,123.6,Credit Card,Rescue Orphaned Gorillas
DON011276,04975d64-6e42-46f7-8eca-a4fe4c1c66d8,2025-03-15,One-time,67.43,Paypal,Marine Mammal Defense Mission
DON011277,a880aa17-27ec-4c47-8548-f172dcd55c95,2024-04-11,One-time,46.3,Paypal,Defend the Great Apes
DON011278,132199ba-b571-488d-8d14-3a59186dc4e6,2024-08-14,Recurring,27.58,Paypal,Jungle Education Project
DON011279,132199ba-b571-488d-8d14-3a59186dc4e6,2025-05-17,Recurring,18.06,Paypal,Rescue Orphaned Gorillas
DON011280,132199ba-b571-488d-8d14-3a59186dc4e6,2025-02-17,Recurring,48.31,Paypal,Jungle Education Project
DON011281,132199ba-b571-488d-8d14-3a59186dc4e6,2025-02-02,Recurring,10.72,Paypal,Rescue Orphaned Gorillas
DON011282,731c0cca-ef3f-47c2-97de-293f68d9bd3b,2024-11-21,One-time,87.59,Bank Transfer,Jungle Education Project
DON011283,b41ce05c-b104-40ac-8bfb-ef0ba332e09f,2025-03-21,One-time,104.83,Paypal,Defend the Great Apes
DON011284,c7cebf63-c2aa-4191-9ab7-29c4fecc5593,2023-10-22,Recurring,24.2,Bank Transfer,Habitat for Hope
DON011285,c7cebf63-c2aa-4191-9ab7-29c4fecc5593,2023-09-29,Recurring,35.96,Bank Transfer,Jungle Education Project
DON011286,c7cebf63-c2aa-4191-9ab7-29c4fecc5593,2024-12-04,Recurring,27.65,Bank Transfer,Defend the Great Apes
DON011287,40043d55-768e-4366-a1aa-29f85ce5efa6,2023-10-30,One-time,96.08,Paypal,Rescue Orphaned Gorillas
DON011288,876880f8-45bd-4619-882c-d23963185bc7,2025-03-06,One-time,109.67,Bank Transfer,Reforest the Sanctuary
DON011289,ab17ee79-6bbd-4b08-a99b-54dab63cbd57,2025-04-12,One-time,116.14,Paypal,Marine Mammal Defense Mission
DON011290,bc2c3ed5-c3d7-4ec4-a8aa-e63cddccdac0,2024-07-31,One-time,22.84,Credit Card,Marine Mammal Defense Mission
DON011291,353b0504-785e-491f-ae1c-c55a62c5c0ac,2025-01-14,One-time,115.73,Bank Transfer,Defend the Great Apes
DON011292,c8be0b8a-981e-4c24-b609-04b3af9608b5,2024-07-06,One-time,29.01,Paypal,Defend the Great Apes
DON011293,19272788-4e9b-44f9-9a4b-d212e586e2e1,2024-02-10,One-time,35.25,Paypal,Defend the Great Apes
DON011294,ff933308-d6dd-4ad6-a529-52169eedacf1,2024-11-15,One-time,93.76,Paypal,Jungle Education Project
DON011295,dee5a70b-5e8d-418b-993e-7f101d7698cc,2025-01-28,One-time,64.8,Credit Card,Wildlife Rescue Van Drive
DON011296,645dec89-4b48-4296-a77f-687ffea01226,2023-08-02,One-time,54.89,Paypal,Wildlife Rescue Van Drive
DON011297,93262e80-4d75-491f-9475-354d872e973d,2025-01-01,One-time,38.0,Paypal,Habitat for Hope
DON011298,297c6efa-ab63-4f1a-bb1b-be0517a61705,2024-12-29,One-time,35.96,Credit Card,Reforest the Sanctuary
DON011299,56bf52e6-7b04-420f-96b8-4c8734c598c4,2024-08-13,One-time,112.33,Bank Transfer,Jungle Education Project
DON011300,f07a7018-29d9-4ddd-880d-91a3a4d19119,2023-11-18,One-time,98.23,Credit Card,Rescue Orphaned Gorillas
DON011301,b2e6dd35-0dc7-4d4c-aeab-59475c87d994,2025-02-16,One-time,18.09,Bank Transfer,Habitat for Hope
DON011302,7ed0d795-4224-4899-a10e-5b2973470eec,2023-09-04,Recurring,24.26,Paypal,Defend the Great Apes
DON011303,7ed0d795-4224-4899-a10e-5b2973470eec,2024-06-04,Recurring,51.9,Paypal,Rescue Orphaned Gorillas
DON011304,23a99f7f-6ac3-4194-aac4-5d8f1b27742d,2025-06-08,One-time,30.86,Paypal,Habitat for Hope
DON011305,3d78300c-efc0-45a1-8de5-80c83708d09a,2025-06-01,One-time,144.9,Paypal,Reforest the Sanctuary
DON011306,4da887ad-da61-4cc6-8374-113167b3b26c,2024-08-03,Recurring,73.23,Paypal,Reforest the Sanctuary
DON011307,4da887ad-da61-4cc6-8374-113167b3b26c,2024-05-06,Recurring,25.08,Paypal,Defend the Great Apes
DON011308,4da887ad-da61-4cc6-8374-113167b3b26c,2024-07-03,Recurring,75.28,Paypal,Defend the Great Apes
DON011309,4da887ad-da61-4cc6-8374-113167b3b26c,2024-06-04,Recurring,49.42,Paypal,Marine Mammal Defense Mission
DON011310,4da887ad-da61-4cc6-8374-113167b3b26c,2023-10-21,Recurring,92.09,Paypal,Marine Mammal Defense Mission
DON011311,c2948b84-afe4-4bfb-a6c0-fbea1789f47f,2023-12-01,One-time,74.8,Paypal,Rescue Orphaned Gorillas
DON011312,574cd0ab-25b8-4f30-aea8-c2da7e0add63,2025-06-10,One-time,57.17,Bank Transfer,Rescue Orphaned Gorillas
DON011313,552c5102-961e-41f5-836a-c7bc0bf8ec3e,2024-04-25,One-time,46.89,Credit Card,Reforest the Sanctuary
DON011314,110573e4-bd76-4501-9910-3f19f96ede10,2025-05-11,One-time,8.21,Credit Card,Jungle Education Project
DON011315,72cc8f79-d5c9-485d-9223-384ae51a9480,2024-07-28,One-time,55.22,Bank Transfer,Rescue Orphaned Gorillas
DON011316,b2dc36b6-4edc-4f52-93cf-4d4a2a867222,2023-09-30,One-time,73.71,Paypal,Habitat for Hope
DON011317,53655bc9-9cf6-4f8a-8337-64e9da65dd0e,2024-10-06,Recurring,86.13,Credit Card,Reforest the Sanctuary
DON011318,53655bc9-9cf6-4f8a-8337-64e9da65dd0e,2024-07-01,Recurring,5.73,Credit Card,Rescue Orphaned Gorillas
DON011319,53655bc9-9cf6-4f8a-8337-64e9da65dd0e,2024-09-13,Recurring,24.78,Credit Card,Reforest the Sanctuary
DON011320,53655bc9-9cf6-4f8a-8337-64e9da65dd0e,2025-01-31,Recurring,95.15,Credit Card,Jungle Education Project
DON011321,53655bc9-9cf6-4f8a-8337-64e9da65dd0e,2023-11-19,Recurring,6.31,Credit Card,Marine Mammal Defense Mission
DON011322,a3acde44-f2be-4ec2-8f70-bca9ddadd75a,2023-08-08,Recurring,32.53,Bank Transfer,Defend the Great Apes
DON011323,a3acde44-f2be-4ec2-8f70-bca9ddadd75a,2023-09-06,Recurring,22.88,Bank Transfer,Reforest the Sanctuary
DON011324,5e538caa-1163-4e70-831e-29121bd56c4b,2023-12-06,One-time,36.43,Bank Transfer,Jungle Education Project
DON011325,cf25d3e8-9a83-4f66-ad78-0a7af56538c3,2025-04-26,One-time,43.84,Bank Transfer,Defend the Great Apes
DON011326,d9e5212d-b10d-4ecf-93ad-826cf7352f1b,2025-02-24,One-time,128.88,Paypal,Reforest the Sanctuary
DON011327,e73c3276-e50d-4dd1-8d03-41a23b39abee,2024-01-26,One-time,82.42,Bank Transfer,Jungle Education Project
DON011328,50c6ff91-1937-472a-bd0d-74c51721ee44,2024-11-23,Recurring,66.86,Bank Transfer,Jungle Education Project
DON011329,50c6ff91-1937-472a-bd0d-74c51721ee44,2024-07-22,Recurring,15.71,Bank Transfer,Reforest the Sanctuary
DON011330,f70d02a0-73f9-4a5b-ac71-6ff6329cd06c,2025-01-15,One-time,44.12,Bank Transfer,Habitat for Hope
DON011331,96e24fff-d653-492d-9920-be46303bac70,2025-01-27,Recurring,50.15,Credit Card,Rescue Orphaned Gorillas
DON011332,96e24fff-d653-492d-9920-be46303bac70,2024-07-18,Recurring,28.54,Credit Card,Marine Mammal Defense Mission
DON011333,96e24fff-d653-492d-9920-be46303bac70,2023-11-11,Recurring,74.21,Credit Card,Marine Mammal Defense Mission
DON011334,96e24fff-d653-492d-9920-be46303bac70,2024-09-28,Recurring,84.86,Credit Card,Marine Mammal Defense Mission
DON011335,96e24fff-d653-492d-9920-be46303bac70,2025-06-08,Recurring,9.05,Credit Card,Defend the Great Apes
DON011336,2512c921-2b06-49be-b50b-498ad8ce73a5,2024-05-04,Recurring,44.67,Paypal,Rescue Orphaned Gorillas
DON011337,2512c921-2b06-49be-b50b-498ad8ce73a5,2024-12-12,Recurring,32.79,Paypal,Jungle Education Project
DON011338,2512c921-2b06-49be-b50b-498ad8ce73a5,2023-12-06,Recurring,34.04,Paypal,Reforest the Sanctuary
DON011339,a057631b-b4fc-45c4-b25a-3d3cbf1c065e,2023-09-18,Recurring,16.18,Bank Transfer,Reforest the Sanctuary
DON011340,a057631b-b4fc-45c4-b25a-3d3cbf1c065e,2023-11-30,Recurring,35.5,Bank Transfer,Marine Mammal Defense Mission
DON011341,a057631b-b4fc-45c4-b25a-3d3cbf1c065e,2023-11-19,Recurring,89.41,Bank Transfer,Marine Mammal Defense Mission
DON011342,a057631b-b4fc-45c4-b25a-3d3cbf1c065e,2023-08-03,Recurring,35.43,Bank Transfer,Defend the Great Apes
DON011343,745be296-1103-406e-acb3-911daa0ba970,2023-12-19,One-time,25.74,Credit Card,Jungle Education Project
DON011344,2db5c5e7-6ce1-43b3-bb38-ac34c73a5dea,2023-12-31,One-time,62.12,Paypal,Marine Mammal Defense Mission
DON011345,0739975d-c488-4e44-a92f-3280c1b7ada2,2023-10-21,Recurring,87.91,Paypal,Rescue Orphaned Gorillas
DON011346,0739975d-c488-4e44-a92f-3280c1b7ada2,2025-02-24,Recurring,97.87,Paypal,Jungle Education Project
DON011347,0739975d-c488-4e44-a92f-3280c1b7ada2,2024-02-03,Recurring,81.18,Paypal,Rescue Orphaned Gorillas
DON011348,0739975d-c488-4e44-a92f-3280c1b7ada2,2023-07-12,Recurring,16.36,Paypal,Defend the Great Apes
DON011349,0739975d-c488-4e44-a92f-3280c1b7ada2,2025-03-06,Recurring,83.57,Paypal,Marine Mammal Defense Mission
DON011350,93f65a4f-0451-43b9-8d4b-f9c1dbcd4f8c,2025-03-25,One-time,73.18,Bank Transfer,Reforest the Sanctuary
DON011351,f8737fa0-4d60-4b25-b820-28893838d38b,2023-07-01,Recurring,46.72,Bank Transfer,Marine Mammal Defense Mission
DON011352,f8737fa0-4d60-4b25-b820-28893838d38b,2024-02-09,Recurring,82.25,Bank Transfer,Marine Mammal Defense Mission
DON011353,f8737fa0-4d60-4b25-b820-28893838d38b,2023-12-07,Recurring,80.77,Bank Transfer,Habitat for Hope
DON011354,f8737fa0-4d60-4b25-b820-28893838d38b,2024-03-06,Recurring,60.41,Bank Transfer,Rescue Orphaned Gorillas
DON011355,e4d98392-af8a-4c69-83b6-56943caa0508,2024-10-07,One-time,48.02,Bank Transfer,Marine Mammal Defense Mission
DON011356,3960ae23-9473-44e2-9f1b-acea2c1b58a5,2024-06-25,One-time,154.63,Paypal,Rescue Orphaned Gorillas
DON011357,a7412179-c4c3-425f-936f-42783afe27f1,2023-09-23,One-time,111.1,Paypal,Rescue Orphaned Gorillas
DON011358,e58cc0d2-2ffe-4072-8845-bfa9ed5a5f84,2023-11-16,One-time,76.57,Paypal,Marine Mammal Defense Mission
DON011359,8f5d5d0d-592f-4333-a291-1d334455828a,2023-12-29,One-time,35.27,Bank Transfer,Wildlife Rescue Van Drive
DON011360,eb05b074-8a6a-4398-ba04-412cd9ec890b,2024-11-29,One-time,46.95,Bank Transfer,Jungle Education Project
DON011361,d3b6c72d-586b-4924-a425-7e87dd9f384c,2024-10-19,One-time,107.97,Credit Card,Jungle Education Project
DON011362,191f121d-74a2-4a1c-94dc-ed11684d223d,2025-01-09,One-time,107.73,Paypal,Wildlife Rescue Van Drive
DON011363,84c63b73-a065-41d0-883b-8f0bb920af46,2023-07-10,One-time,65.64,Credit Card,Reforest the Sanctuary
DON011364,15faa309-3cfb-4159-a238-7f0f1d1b59c6,2024-07-30,One-time,67.82,Bank Transfer,Reforest the Sanctuary
DON011365,949244d8-b050-4e35-b4fe-d64552573156,2023-10-28,One-time,55.54,Credit Card,Reforest the Sanctuary
DON011366,a13a83fb-b873-4b78-b079-c4dc757c54bb,2024-10-08,One-time,27.32,Paypal,Defend the Great Apes
DON011367,5bcf0e64-fe56-4c08-acbc-27bfaa798f1a,2023-12-06,Recurring,12.29,Credit Card,Habitat for Hope
DON011368,5bcf0e64-fe56-4c08-acbc-27bfaa798f1a,2025-06-14,Recurring,15.49,Credit Card,Reforest the Sanctuary
DON011369,7bfa489a-f3e1-47e4-9ab8-70604af2cd87,2023-08-01,One-time,24.82,Credit Card,Rescue Orphaned Gorillas
DON011370,03f48dc8-d14c-4c0a-ad0c-cdee32dee65b,2025-04-30,One-time,66.94,Paypal,Rescue Orphaned Gorillas
DON011371,7d304511-c7f4-4b04-bb44-b6c10c6c02af,2024-12-04,One-time,35.75,Credit Card,Marine Mammal Defense Mission
DON011372,9036b393-510b-4329-a40f-726a5bd1a9b3,2024-07-15,One-time,53.26,Bank Transfer,Marine Mammal Defense Mission
DON011373,a380a1b4-36ba-4257-bec5-757e0fc121f2,2024-06-13,One-time,149.91,Paypal,Jungle Education Project
DON011374,1b1b6cf9-e77d-401a-bc4a-554a5a18b693,2024-08-25,One-time,88.8,Paypal,Jungle Education Project
DON011375,9514ad76-5a57-458a-8ead-1820c37ba444,2024-07-28,One-time,50.64,Bank Transfer,Defend the Great Apes
DON011376,b1ceacc4-bf50-47c0-87d9-672c37c22afa,2023-10-19,Recurring,91.19,Bank Transfer,Reforest the Sanctuary
DON011377,b1ceacc4-bf50-47c0-87d9-672c37c22afa,2024-02-23,Recurring,73.2,Bank Transfer,Habitat for Hope
DON011378,b1ceacc4-bf50-47c0-87d9-672c37c22afa,2024-06-09,Recurring,77.04,Bank Transfer,Marine Mammal Defense Mission
DON011379,1156dad2-0d26-43d7-82a8-6fa7db617ee3,2024-03-04,One-time,94.99,Paypal,Wildlife Rescue Van Drive
DON011380,2e432408-1b21-4c62-aa91-b0a838287e6a,2024-05-24,One-time,124.44,Bank Transfer,Reforest the Sanctuary
DON011381,5562edf2-2f49-4df2-95c4-2f1b19ed87d5,2025-06-14,One-time,54.42,Credit Card,Jungle Education Project
DON011382,50b94e43-3bd2-4837-9889-a5a428e6b927,2024-04-26,One-time,101.97,Paypal,Reforest the Sanctuary
